Ensembl Gene ID	Associated Gene Name	RefSeq mRNA [e.g. NM_001195597]	RefSeq ncRNA [e.g. NR_002834]
ENSMUSG00000039000	Ube3c	NM_133907	
ENSMUSG00000029192	Tbc1d14	NM_133910	
ENSMUSG00000029090	Gpr125	NM_133911	
ENSMUSG00000038181	Chpf2	NM_133913	
ENSMUSG00000029528	Pxn	NM_133915	
ENSMUSG00000056076	Eif3b	NM_133916	
ENSMUSG00000038342	Mlxip	NM_133917	
ENSMUSG00000029163	Emilin1	NM_133918	
ENSMUSG00000029313	Aff1	NM_133919	
ENSMUSG00000072889	Nfxl1	NM_133921	
ENSMUSG00000042810	Krba1	NM_133922	
ENSMUSG00000050373	Snx21	NM_133924	
ENSMUSG00000029701	Rbm28	NM_133925	
ENSMUSG00000030272	Camk1	NM_133926	
ENSMUSG00000001518	Itfg2	NM_133927	
ENSMUSG00000034203	Chchd4	NM_133928	
ENSMUSG00000030284	Creld1	NM_133930	
ENSMUSG00000029676	Pot1a	NM_133931	
ENSMUSG00000048930	Tada3	NM_133932	
ENSMUSG00000030062	Rpn1	NM_133933	
ENSMUSG00000030056	Isy1	NM_133934	
ENSMUSG00000033940	Brk1	NM_133937	
ENSMUSG00000044155	Lsm8	NM_133939	
ENSMUSG00000030019	Fbxl14	NM_133940	
ENSMUSG00000030986	Dhx32	NM_133941	
ENSMUSG00000040268	Plekha1	NM_133942	
ENSMUSG00000002205	Vrk3	NM_133945	
ENSMUSG00000066306	Numa1	NM_133947	
ENSMUSG00000028484	Psip1	NM_133948	
ENSMUSG00000038502	Ptov1	NM_133949	
ENSMUSG00000002778	Kdelr1	NM_133950	
ENSMUSG00000030533	Unc45a	NM_133952	
ENSMUSG00000033732	Sf3b3	NM_133953	
ENSMUSG00000031792	Usb1	NM_133954	
ENSMUSG00000039960	Rhou	NM_133955	
ENSMUSG00000003847	Nfat5	NM_133957	
ENSMUSG00000004568	Arhgef18	NM_133962	
ENSMUSG00000078440	Dohh	NM_133964	
ENSMUSG00000038697	Taf5l	NM_133966	
ENSMUSG00000031823	Zdhhc7	NM_133967	
ENSMUSG00000011837	Snapc2	NM_133968	
ENSMUSG00000031508	Ankrd10	NM_133971	
ENSMUSG00000002343	Armc6	NM_133972	
ENSMUSG00000031753	Cog4	NM_133973	
ENSMUSG00000026219	Trip12	NM_133975	
ENSMUSG00000032288	Imp3	NM_133976	
ENSMUSG00000032554	Trf	NM_133977	
ENSMUSG00000032436	Cmtm7	NM_133978	
ENSMUSG00000037949	Ano10	NM_133979	
ENSMUSG00000032059	Alg9	NM_133981	
ENSMUSG00000035914	Cd276	NM_133983	
ENSMUSG00000036737	Oxsr1	NM_133985	
ENSMUSG00000039461	Tcta	NM_133986	
ENSMUSG00000017057	Il13ra1	NM_133990	
ENSMUSG00000031171	Ftsj1	NM_133991	
ENSMUSG00000005682	Pan2	NM_133992	
ENSMUSG00000001785	Pwp1	NM_133993	
ENSMUSG00000032977	Fam207a	NM_133998	
ENSMUSG00000038417	Fig4	NM_133999	
ENSMUSG00000019842	Traf3ip2	NM_134000	
ENSMUSG00000003345	Csnk1g2	NM_134002	
ENSMUSG00000039810	Zc3h10	NM_134003	
ENSMUSG00000037710	Cisd1	NM_134007	
ENSMUSG00000020238	Ncln	NM_134009	
ENSMUSG00000052798	Nup107	NM_134010	
ENSMUSG00000000384	Tbrg4	NM_134011	
ENSMUSG00000059474	Mbtd1	NM_134012	
ENSMUSG00000040850	Psme4	NM_134013	
ENSMUSG00000020290	Xpo1	NM_134014	
ENSMUSG00000020271	Fbxw11	NM_134015	
ENSMUSG00000042032	Mat2b	NM_134017	
ENSMUSG00000004394	Tmed4	NM_134020	
ENSMUSG00000018659	Pnpo	NM_134021	
ENSMUSG00000035198	Tubg1	NM_134024	
ENSMUSG00000018733	Pex12	NM_134025	
ENSMUSG00000018160	Med1	NM_134027	
ENSMUSG00000045007	Tubg2	NM_134028	
ENSMUSG00000032615	Nt5m	NM_134029	
ENSMUSG00000020482	Ccdc117	NM_134033	
ENSMUSG00000020463	Smek2	NM_134034	
ENSMUSG00000020917	Acly	NM_134037	
ENSMUSG00000041920	Slc16a6	NM_134038	
ENSMUSG00000037149	Ddx1	NM_134040	
ENSMUSG00000037466	4930427A07Rik	NM_134041	
ENSMUSG00000021238	Aldh6a1	NM_134042	
ENSMUSG00000020652	Cenpo	NM_134046	
ENSMUSG00000020659	Cbll1	NM_134048	
ENSMUSG00000020629	Adi1	NM_134052	
ENSMUSG00000044408	Sptssa	NM_134054	
ENSMUSG00000042275	Pelo	NM_134058	
ENSMUSG00000021494	Ddx41	NM_134059	
ENSMUSG00000033799	Fam208b	NM_134063	
ENSMUSG00000002808	Epdr1	NM_134065	
ENSMUSG00000069255	Dusp22	NM_134068	
ENSMUSG00000021597	Ankrd32	NM_134071	
ENSMUSG00000040997	Abhd4	NM_134076	
ENSMUSG00000022119	Rbm26	NM_134077	
ENSMUSG00000034190	Chmp7	NM_134078	
ENSMUSG00000039197	Adk	NM_134079	
ENSMUSG00000025278	Flnb	NM_134080	
ENSMUSG00000021811	Dnajc9	NM_134081	
ENSMUSG00000025555	Farp1	NM_134082	
ENSMUSG00000021868	Ppif	NM_134084	
ENSMUSG00000023169	Slc38a1	NM_134086	
ENSMUSG00000022568	Scrib	NM_134089	
ENSMUSG00000010830	Kdelr3	NM_134090	
ENSMUSG00000103565	Sgsm3	NM_134091	
ENSMUSG00000022369	Mtbp	NM_134092	
ENSMUSG00000037353	Letmd1	NM_134093	
ENSMUSG00000022472	Desi1	NM_134095	
ENSMUSG00000036822	Topors	NM_134097	
ENSMUSG00000045665	Mfsd5	NM_134100	
ENSMUSG00000006998	Psmd2	NM_134101	
ENSMUSG00000036225	Kctd1	NM_134112	
ENSMUSG00000073468	Sft2d1	NM_134114	
ENSMUSG00000024006	Stk38	NM_134115	
ENSMUSG00000024247	Pkdcc	NM_134117	
ENSMUSG00000031708	Tecr	NM_134118	
ENSMUSG00000059791	Nrm	NM_134122	
ENSMUSG00000046201	Scaf8	NM_134123	
ENSMUSG00000019487	Trip10	NM_134125	
ENSMUSG00000024169	Ift140	NM_134126	
ENSMUSG00000024735	Prpf19	NM_134129	
ENSMUSG00000062210	Tnfaip8	NM_134131	
ENSMUSG00000038059	Smim3	NM_134133	
ENSMUSG00000046822	Slc39a3	NM_134135	
ENSMUSG00000042211	Fbxo38	NM_134136	
ENSMUSG00000024493	Lars	NM_134137	
ENSMUSG00000024537	Psmg2	NM_134138	
ENSMUSG00000042729	Wdr74	NM_134139	
ENSMUSG00000031781	Ciapin1	NM_134141	
ENSMUSG00000034659	Tmem109	NM_134142	
ENSMUSG00000036278	Macrod1	NM_134147	
ENSMUSG00000047423	AI837181	NM_134149	
ENSMUSG00000024767	Otub1	NM_134150	
ENSMUSG00000028811	Yars	NM_134151	
ENSMUSG00000080268	Brms1	NM_134155	
ENSMUSG00000015143	Actn1	NM_134156	
ENSMUSG00000036109	Mbnl3	NM_134163	
ENSMUSG00000021226	Acot2	NM_134188	
ENSMUSG00000020520	Galnt10	NM_134189	
ENSMUSG00000032349	Elovl5	NM_134255	
ENSMUSG00000059810	Rgs3	NM_134257	
ENSMUSG00000026131	Dst	NM_134448	
ENSMUSG00000059743	Fdps	NM_134469	
ENSMUSG00000028678	Kif2c	NM_134471	
ENSMUSG00000032182	Yipf2	NM_138303	
ENSMUSG00000040479	Dgkz	NM_138306	
ENSMUSG00000035776	Cd99l2	NM_138309	
ENSMUSG00000040093	Bmf	NM_138313	
ENSMUSG00000026575	Nme7	NM_138314	
ENSMUSG00000019823	Mical1	NM_138315	
ENSMUSG00000024369	Nelfe	NM_138580	
ENSMUSG00000013539	Tango2	NM_138583	
ENSMUSG00000098377	TANGO2	NM_138583	
ENSMUSG00000032388	Spg21	NM_138584	
ENSMUSG00000052488	Cherp	NM_138585	
ENSMUSG00000061286	Exosc5	NM_138586	
ENSMUSG00000029672	Fam3c	NM_138587	
ENSMUSG00000030870	Ubfd1	NM_138589	
ENSMUSG00000035649	Zcchc7	NM_138590	
ENSMUSG00000027774	Gfm1	NM_138591	
ENSMUSG00000056305	Usp39	NM_138592	
ENSMUSG00000027968	Larp7	NM_138593	
ENSMUSG00000030347	D6Wsu163e	NM_138594	
ENSMUSG00000021598	Med10	NM_138596	
ENSMUSG00000022956	Atp5o	NM_138597	
ENSMUSG00000041629	Fam104a	NM_138598	
ENSMUSG00000022752	Tomm70a	NM_138599	
ENSMUSG00000053644	Aldh7a1	NM_138600	
ENSMUSG00000053329	D10Jhu81e	NM_138601	
ENSMUSG00000031149	Praf2	NM_138602	
ENSMUSG00000031143	Ccdc22	NM_138603	
ENSMUSG00000031154	Otud5	NM_138604	
ENSMUSG00000001962	Fam50a	NM_138607	
ENSMUSG00000039891	Txlnb	NM_138628	
ENSMUSG00000042328	Hps4	NM_138646	
ENSMUSG00000058793	Cds2	NM_138651	
ENSMUSG00000006517	Mvd	NM_138656	
ENSMUSG00000038485	Socs7	NM_138657	
ENSMUSG00000020850	Prpf8	NM_138659	
ENSMUSG00000078676	Casc3	NM_138660	
ENSMUSG00000009614	Sardh	NM_138665	
ENSMUSG00000015755	Tab2	NM_138667	
ENSMUSG00000031634	Ufsp2	NM_138668	
ENSMUSG00000025580	Eif4a3	NM_138669	
ENSMUSG00000042286	Stab1	NM_138672	
ENSMUSG00000061650	Med9	NM_138675	
ENSMUSG00000089832	Shkbp1	NM_138676	
ENSMUSG00000030104	Edem1	NM_138677	
ENSMUSG00000028053	Ash1l	NM_138679	
ENSMUSG00000029823	Luc7l2	NM_138680	
ENSMUSG00000028871	Rspo1	NM_138683	
ENSMUSG00000032192	Gnb5	NM_138719	
ENSMUSG00000050188	Lsm10	NM_138721	
ENSMUSG00000045954	Sdpr	NM_138741	
ENSMUSG00000051989	Smim11	NM_138743	
ENSMUSG00000036825	Ssx2ip	NM_138744	
ENSMUSG00000021048	Mthfd1	NM_138745	
ENSMUSG00000038279	Nop2	NM_138747	
ENSMUSG00000039515	Ppp2r4	NM_138748	
ENSMUSG00000025666	Tmem47	NM_138751	
ENSMUSG00000048878	Hexim1	NM_138753	
ENSMUSG00000032449	Slc25a36	NM_138756	
ENSMUSG00000040250	Asun	NM_138757	
ENSMUSG00000041135	Ripk2	NM_138952	
ENSMUSG00000025795	Rassf3	NM_138956	
ENSMUSG00000032911	Cspg4	NM_139001	
ENSMUSG00000025162	Csnk1d	NM_139059	
ENSMUSG00000020128	Vps54	NM_139061	
ENSMUSG00000038982	Bloc1s5	NM_139063	
ENSMUSG00000059866	Tnip2	NM_139064	
ENSMUSG00000030189	Ybx3	NM_139117	
ENSMUSG00000020836	Coro6	NM_139128	
ENSMUSG00000020836	Coro6	NM_139129	
ENSMUSG00000020836	Coro6	NM_139130	
ENSMUSG00000034278	Dnajc17	NM_139139	
ENSMUSG00000051934	Spats2	NM_139140	
ENSMUSG00000063894	Zkscan8	NM_139141	
ENSMUSG00000024270	Slc39a6	NM_139143	
ENSMUSG00000034160	Ogt	NM_139144	
ENSMUSG00000040820	Hlcs	NM_139145	
ENSMUSG00000030795	Fus	NM_139149	
ENSMUSG00000026017	Carf	NM_139150	
ENSMUSG00000023353	Agap3	NM_139153	
ENSMUSG00000025730	Rab40c	NM_139154	
ENSMUSG00000024451	Arap3	NM_139206	
ENSMUSG00000021738	Atxn7	NM_139227	
ENSMUSG00000031916	Cog8	NM_139229	
ENSMUSG00000022788	Fgd4	NM_139232	
ENSMUSG00000028430	Nol6	NM_139236	
ENSMUSG00000060675	Pla2g16	NM_139269	
ENSMUSG00000089704	Galnt2	NM_139272	
ENSMUSG00000066149	Cdc26	NM_139291	
ENSMUSG00000002413	Braf	NM_139294	
ENSMUSG00000024150	Mcfd2	NM_139295	
ENSMUSG00000001891	Ugp2	NM_139297	
ENSMUSG00000022836	Mylk	NM_139300	
ENSMUSG00000026860	Sh3glb2	NM_139302	
ENSMUSG00000027115	Kif18a	NM_139303	
ENSMUSG00000042390	Gatad2b	NM_139304	
ENSMUSG00000038007	Acer2	NM_139306	
ENSMUSG00000039646	Vasn	NM_139307	
ENSMUSG00000027367	Stard7	NM_139308	
ENSMUSG00000028414	Fktn	NM_139309	
ENSMUSG00000038437	Mllt6	NM_139311	
ENSMUSG00000078789	Dph1	NM_144491	
ENSMUSG00000039050	Osbpl2	NM_144500	
ENSMUSG00000029404	Arl6ip4	NM_144509	
ENSMUSG00000051355	Commd1	NM_144514	
ENSMUSG00000051341	Zfp52	NM_144515	
ENSMUSG00000021156	Zmynd11	NM_144516	
ENSMUSG00000039178	Tbc1d19	NM_144517	
ENSMUSG00000027667	Zfp639	NM_144519	
ENSMUSG00000009894	Snap47	NM_144521	
ENSMUSG00000042492	Tbc1d10b	NM_144522	
ENSMUSG00000052253	Zfp622	NM_144523	
ENSMUSG00000021257	Angel1	NM_144524	
ENSMUSG00000038828	Tmem214	NM_144525	
ENSMUSG00000020808	Fam64a	NM_144526	
ENSMUSG00000037443	Cep85	NM_144527	
ENSMUSG00000035890	Rnf126	NM_144528	
ENSMUSG00000030766	Arhgap17	NM_144529	
ENSMUSG00000102976	Zc3h11a	NM_144530	
ENSMUSG00000032456	Nmnat3	NM_144533	
ENSMUSG00000031791	Tmem38a	NM_144534	
ENSMUSG00000036291	Ap5m1	NM_144535	
ENSMUSG00000006191	Cdkal1	NM_144536	
ENSMUSG00000024663	Rab3il1	NM_144538	
ENSMUSG00000052139	Bre	NM_144541	
ENSMUSG00000035443	Thyn1	NM_144543	
ENSMUSG00000027236	Eif3j1	NM_144545	
ENSMUSG00000032501	Trib1	NM_144549	
ENSMUSG00000043065	Spice1	NM_144550	
ENSMUSG00000020601	Trib2	NM_144551	
ENSMUSG00000046314	Stxbp6	NM_144552	
ENSMUSG00000037544	Dlgap5	NM_144553	
ENSMUSG00000041684	Bivm	NM_144558	
ENSMUSG00000016458	Wt1	NM_144783	
ENSMUSG00000032047	Acat1	NM_144784	
ENSMUSG00000035247	Hectd1	NM_144788	
ENSMUSG00000014039	Prdm15	NM_144789	
ENSMUSG00000040451	Sgms1	NM_144792	
ENSMUSG00000032519	Slc25a38	NM_144793	
ENSMUSG00000026519	Tmem63a	NM_144794	
ENSMUSG00000024069	Slc30a6	NM_144798	
ENSMUSG00000057604	Lmcd1	NM_144799	
ENSMUSG00000022353	Mtss1	NM_144800	
ENSMUSG00000002781	Tmem143	NM_144801	
ENSMUSG00000024095	Hnrnpll	NM_144802	
ENSMUSG00000060002	Chpt1	NM_144807	
ENSMUSG00000037395	Rcor3	NM_144814	
ENSMUSG00000058979	Cecr5	NM_144815	
ENSMUSG00000034906	Ncaph	NM_144818	
ENSMUSG00000020111	Micu1	NM_144822	
ENSMUSG00000041346	Wrap53	NM_144824	
ENSMUSG00000017291	Taok1	NM_144825	
ENSMUSG00000035575	Utp6	NM_144826	
ENSMUSG00000061718	Ppp1r1b	NM_144828	
ENSMUSG00000075528	Aarsd1	NM_144829	
ENSMUSG00000034931	Dhx8	NM_144831	
ENSMUSG00000039294	BC017643	NM_144832	
ENSMUSG00000042472	Zfp410	NM_144833	
ENSMUSG00000050244	Heatr1	NM_144835	
ENSMUSG00000034525	Ice1	NM_144837	
ENSMUSG00000058317	Ube2e2	NM_144839	
ENSMUSG00000040123	Zmym5	NM_144842	
ENSMUSG00000021987	Mtmr6	NM_144843	
ENSMUSG00000041650	Pcca	NM_144844	
ENSMUSG00000022378	Fam49b	NM_144846	
ENSMUSG00000075590	Nrbp2	NM_144847	
ENSMUSG00000033055	Ankrd54	NM_144849	
ENSMUSG00000022469	Rapgef3	NM_144850	
ENSMUSG00000033075	Senp1	NM_144851	
ENSMUSG00000041134	Cyyr1	NM_144853	
ENSMUSG00000023971	Rrp36	NM_144857	
ENSMUSG00000007603	Dus3l	NM_144858	
ENSMUSG00000024083	Pja2	NM_144859	
ENSMUSG00000024294	Mib1	NM_144860	
ENSMUSG00000040446	Rprd1a	NM_144861	
ENSMUSG00000024360	Etf1	NM_144866	
ENSMUSG00000054874	Pcnxl3	NM_144868	
ENSMUSG00000059734	Ndufs8	NM_144870	
ENSMUSG00000071647	Eml3	NM_144872	
ENSMUSG00000024817	Uhrf2	NM_144873	
ENSMUSG00000040018	Cox15	NM_144874	
ENSMUSG00000026433	Rab29	NM_144875	
ENSMUSG00000026694	Mettl13	NM_144877	
ENSMUSG00000037568	Vash2	NM_144879	
ENSMUSG00000026626	Ppp2r5a	NM_144880	
ENSMUSG00000038305	Spats2l	NM_144882	
ENSMUSG00000026849	Tor1a	NM_144884	
ENSMUSG00000026851	BC005624	NM_144885	
ENSMUSG00000039356	Exosc2	NM_144886	
ENSMUSG00000034075	Zdhhc5	NM_144887	
ENSMUSG00000037523	Mavs	NM_144888	
ENSMUSG00000039804	Ncoa5	NM_144892	
ENSMUSG00000017664	Slc35c2	NM_144893	
ENSMUSG00000036580	Spg20	NM_144895	
ENSMUSG00000028085	Gatb	NM_144896	
ENSMUSG00000028070	Apoa1bp	NM_144897	
ENSMUSG00000068922	Msto1	NM_144898	
ENSMUSG00000015850	Adamtsl4	NM_144899	
ENSMUSG00000033161	Atp1a1	NM_144900	
ENSMUSG00000068823	Csde1	NM_144901	
ENSMUSG00000027957	Slc35a3	NM_144902	
ENSMUSG00000038072	Galnt11	NM_144908	
ENSMUSG00000033773	Rpap2	NM_144911	
ENSMUSG00000029726	Mepce	NM_144913	
ENSMUSG00000039206	Daglb	NM_144915	
ENSMUSG00000055912	Tmem150a	NM_144916	
ENSMUSG00000056698	Elmod3	NM_144917	
ENSMUSG00000033706	Smyd5	NM_144918	
ENSMUSG00000034245	Hdac11	NM_144919	
ENSMUSG00000030231	Plekha5	NM_144920	
ENSMUSG00000040725	Hnrnpul1	NM_144922	
ENSMUSG00000040466	Blvrb	NM_144923	
ENSMUSG00000052707	Tnrc6a	NM_144925	
ENSMUSG00000031577	Tti2	NM_144927	
ENSMUSG00000031878	Nae1	NM_144931	
ENSMUSG00000015016	Acsf3	NM_144932	
ENSMUSG00000031935	Med17	NM_144933	
ENSMUSG00000032376	Usp3	NM_144937	
ENSMUSG00000028849	Map7d1	NM_144941	
ENSMUSG00000023044	Csad	NM_144942	
ENSMUSG00000039252	Lgi2	NM_144945	
ENSMUSG00000042396	Rbm7	NM_144948	
ENSMUSG00000022771	Ppil2	NM_144954	
ENSMUSG00000059796	Eif4a1	NM_144958	
ENSMUSG00000000915	Hip1r	NM_145070	
ENSMUSG00000029833	Trim24	NM_145076	
ENSMUSG00000029060	Mib2	NM_145124	
ENSMUSG00000022914	Brwd1	NM_145125	
ENSMUSG00000036155	Mgat5	NM_145128	
ENSMUSG00000004270	Lpcat3	NM_145130	
ENSMUSG00000021193	Pitrm1	NM_145131	
ENSMUSG00000046997	Spsb4	NM_145134	
ENSMUSG00000038650	Rnh1	NM_145135	
ENSMUSG00000020542	Myocd	NM_145136	
ENSMUSG00000034290	Nek9	NM_145138	
ENSMUSG00000033047	Eif3l	NM_145139	
ENSMUSG00000001864	Aif1l	NM_145144	
ENSMUSG00000039254	Pomt1	NM_145145	
ENSMUSG00000033434	Gtpbp6	NM_145147	
ENSMUSG00000030064	Frmd4b	NM_145148	
ENSMUSG00000038943	Prc1	NM_145150	
ENSMUSG00000051451	Crebzf	NM_145151	
ENSMUSG00000040414	Slc25a28	NM_145156	
ENSMUSG00000024053	Emilin2	NM_145158	
ENSMUSG00000040532	Abhd11	NM_145215	
ENSMUSG00000020263	Appl2	NM_145220	
ENSMUSG00000040760	Appl1	NM_145221	
ENSMUSG00000063810	Alms1	NM_145223	
ENSMUSG00000071074	Yipf3	NM_145353	
ENSMUSG00000021595	Nsun2	NM_145354	
ENSMUSG00000020448	Rnf185	NM_145355	
ENSMUSG00000039568	Ubald1	NM_145359	
ENSMUSG00000058258	Idi1	NM_145360	
ENSMUSG00000003344	Btbd2	NM_145361	
ENSMUSG00000039427	Alg1	NM_145362	
ENSMUSG00000038991	Txndc5	NM_145367	
ENSMUSG00000025156	Gps1	NM_145370	
ENSMUSG00000029388	Eif2b1	NM_145371	
ENSMUSG00000042447	Mios	NM_145374	
ENSMUSG00000038623	Tm6sf1	NM_145375	
ENSMUSG00000021608	Lpcat1	NM_145376	
ENSMUSG00000040365	Trim41	NM_145377	
ENSMUSG00000027170	Eif3m	NM_145380	
ENSMUSG00000025937	Lactb2	NM_145381	
ENSMUSG00000021495	Fam193b	NM_145382	
ENSMUSG00000030120	Mlf2	NM_145385	
ENSMUSG00000062031	Athl1	NM_145387	
ENSMUSG00000031691	Tnpo2	NM_145390	
ENSMUSG00000042215	Bag2	NM_145392	
ENSMUSG00000040025	Ythdf2	NM_145393	
ENSMUSG00000040688	Tbl3	NM_145396	
ENSMUSG00000015189	Casd1	NM_145398	
ENSMUSG00000059890	Ube4a	NM_145400	
ENSMUSG00000028944	Prkag2	NM_145401	
ENSMUSG00000040616	Tmem51	NM_145402	
ENSMUSG00000060098	Prmt7	NM_145404	
ENSMUSG00000015290	Ubl4	NM_145405	
ENSMUSG00000032806	Slc10a3	NM_145406	
ENSMUSG00000019214	Chtf18	NM_145409	
ENSMUSG00000057411	Fam173a	NM_145410	
ENSMUSG00000046691	Chtf8	NM_145412	
ENSMUSG00000033557	Fam20b	NM_145413	
ENSMUSG00000000916	Nsun5	NM_145414	
ENSMUSG00000016181	Diexf	NM_145415	
ENSMUSG00000035047	Kri1	NM_145416	
ENSMUSG00000041926	Rnpep	NM_145417	
ENSMUSG00000040006	Ginm1	NM_145418	
ENSMUSG00000019927	Ube2d1	NM_145420	
ENSMUSG00000003346	Abhd17a	NM_145421	
ENSMUSG00000001783	Rtcb	NM_145422	
ENSMUSG00000042709	Atpaf2	NM_145427	
ENSMUSG00000060216	Arrb2	NM_145429	
ENSMUSG00000037750	Fam222b	NM_145430	
ENSMUSG00000020692	Nle1	NM_145431	
ENSMUSG00000000976	Heatr6	NM_145432	
ENSMUSG00000018405	Mrm1	NM_145433	
ENSMUSG00000020889	Nr1d1	NM_145434	
ENSMUSG00000020687	Cdc27	NM_145436	
ENSMUSG00000020782	Llgl2	NM_145438	
ENSMUSG00000025572	Tmc6	NM_145439	
ENSMUSG00000020634	Ubxn2a	NM_145441	
ENSMUSG00000021028	Mbip	NM_145442	
ENSMUSG00000020988	L2hgdh	NM_145443	
ENSMUSG00000004788	Eif2b2	NM_145445	
ENSMUSG00000021549	Rasa1	NM_145452	
ENSMUSG00000021621	Zcchc9	NM_145453	
ENSMUSG00000032846	Zswim6	NM_145456	
ENSMUSG00000025451	Paip1	NM_145457	
ENSMUSG00000033885	Pxk	NM_145458	
ENSMUSG00000021906	Oxnad1	NM_145460	
ENSMUSG00000022177	Haus4	NM_145462	
ENSMUSG00000044461	Shisa2	NM_145463	
ENSMUSG00000063410	Stk24	NM_145465	
ENSMUSG00000041625	Ggact	NM_145466	
ENSMUSG00000033728	Lrrc14	NM_145471	
ENSMUSG00000035891	Cerk	NM_145475	
ENSMUSG00000051864	Tbc1d22a	NM_145476	
ENSMUSG00000035828	Pim3	NM_145478	
ENSMUSG00000022750	Klhl22	NM_145479	
ENSMUSG00000022881	Rfc4	NM_145480	
ENSMUSG00000067942	Zfp160	NM_145483	
ENSMUSG00000079557	March2	NM_145486	
ENSMUSG00000002763	Pex6	NM_145488	
ENSMUSG00000024143	Rhoq	NM_145491	
ENSMUSG00000024420	Zfp521	NM_145492	
ENSMUSG00000024556	Me2	NM_145494	
ENSMUSG00000034371	Dak	NM_145496	
ENSMUSG00000025171	Ubtd1	NM_145500	
ENSMUSG00000025178	Pi4k2a	NM_145501	
ENSMUSG00000033478	Fam160b1	NM_145505	
ENSMUSG00000026383	Epb4.1l5	NM_145506	
ENSMUSG00000042229	Rabif	NM_145510	
ENSMUSG00000006010	BC003331	NM_145511	
ENSMUSG00000040848	Sft2d2	NM_145512	
ENSMUSG00000040843	Tiprl	NM_145513	
ENSMUSG00000038733	Wdr26	NM_145514	
ENSMUSG00000026620	Mark1	NM_145515	
ENSMUSG00000026123	Plekhb2	NM_145516	
ENSMUSG00000026097	Ormdl1	NM_145517	
ENSMUSG00000025968	Ndufs1	NM_145518	
ENSMUSG00000034066	Farp2	NM_145519	
ENSMUSG00000051373	Ppapdc3	NM_145521	
ENSMUSG00000070953	Rabepk	NM_145522	
ENSMUSG00000026893	Gca	NM_145523	
ENSMUSG00000027244	Atg13	NM_145528	
ENSMUSG00000027176	Cstf3	NM_145529	
ENSMUSG00000033396	Spg11	NM_145531	
ENSMUSG00000027377	Mall	NM_145532	
ENSMUSG00000027333	Smox	NM_145533	
ENSMUSG00000062098	Btbd3	NM_145534	
ENSMUSG00000027474	Ccm2l	NM_145536	
ENSMUSG00000038312	Edem2	NM_145537	
ENSMUSG00000090213	Tmem189	NM_145538	
ENSMUSG00000027933	Ints3	NM_145540	
ENSMUSG00000068798	Rap1a	NM_145541	
ENSMUSG00000027893	Ahcyl1	NM_145542	
ENSMUSG00000027884	Clcc1	NM_145543	
ENSMUSG00000028149	Rap1gds1	NM_145544	
ENSMUSG00000028271	Gtf2b	NM_145546	
ENSMUSG00000039634	Zfp189	NM_145547	
ENSMUSG00000057375	Yipf1	NM_145550	
ENSMUSG00000028869	Gnl2	NM_145552	
ENSMUSG00000037295	Ldlrap1	NM_145554	
ENSMUSG00000041459	Tardbp	NM_145556	
ENSMUSG00000059447	Hadhb	NM_145558	
ENSMUSG00000034981	Parm1	NM_145562	
ENSMUSG00000032898	Fbxo21	NM_145564	
ENSMUSG00000029776	Hibadh	NM_145567	
ENSMUSG00000053012	Krcc1	NM_145568	
ENSMUSG00000053907	Mat2a	NM_145569	
ENSMUSG00000043131	Mob1a	NM_145571	
ENSMUSG00000040112	Mrps35	NM_145573	
ENSMUSG00000029769	Ccdc136	NM_145574	
ENSMUSG00000029761	Cald1	NM_145575	
ENSMUSG00000005575	Ube2m	NM_145578	
ENSMUSG00000030990	Pgap2	NM_145583	
ENSMUSG00000038156	Spon1	NM_145584	
ENSMUSG00000030942	Thumpd1	NM_145585	
ENSMUSG00000030917	Tmem159	NM_145586	
ENSMUSG00000042978	Sbk1	NM_145587	
ENSMUSG00000030677	Kif22	NM_145588	
ENSMUSG00000030822	Prr14	NM_145589	
ENSMUSG00000030780	BC017158	NM_145590	
ENSMUSG00000058748	Zfp958	NM_145591	
ENSMUSG00000031641	Cbr4	NM_145595	
ENSMUSG00000036180	Gatad2a	NM_145596	
ENSMUSG00000002342	Tmem161a	NM_145597	
ENSMUSG00000031617	Tmem184c	NM_145599	
ENSMUSG00000031711	Zfp330	NM_145600	
ENSMUSG00000036564	Ndrg4	NM_145602	
ENSMUSG00000031889	D230025D16Rik	NM_145604	
ENSMUSG00000040263	Klhdc4	NM_145605	
ENSMUSG00000000743	Chmp1a	NM_145606	
ENSMUSG00000037300	Ttc13	NM_145607	
ENSMUSG00000041124	Msantd4	NM_145609	
ENSMUSG00000004100	Ppan	NM_145610	
ENSMUSG00000032194	Kank2	NM_145611	
ENSMUSG00000066829	Zfp810	NM_145612	
ENSMUSG00000000168	Dlat	NM_145614	
ENSMUSG00000032314	Etfa	NM_145615	
ENSMUSG00000038664	Herc1	NM_145617	
ENSMUSG00000032235	Ice2	NM_145618	
ENSMUSG00000041506	Rrp9	NM_145620	
ENSMUSG00000058655	Eif4b	NM_145625	
ENSMUSG00000031066	Usp11	NM_145628	
ENSMUSG00000035232	Pdk3	NM_145630	
ENSMUSG00000021018	Polr2h	NM_145632	
ENSMUSG00000034867	Ankrd27	NM_145633	
ENSMUSG00000007589	Tinf2	NM_145705	
ENSMUSG00000040034	Nup43	NM_145706	
ENSMUSG00000027655	Dhx35	NM_145742	
ENSMUSG00000038302	Lace1	NM_145743	
ENSMUSG00000027575	Arfgap1	NM_145760	
